feature,enrich_group,ef_lda,pvalue,padj
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae,hypertension,0.39029338,0.1543226,0.1543226
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__campestris,hypertension,0.38725877,0.08279872,0.08279872
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__un_f__Gemmataceae,hypertension,0.37772046,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales,hypertension,0.37399605,0.4344156,0.4344156
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__un_f__Gemmataceae|s__un_f__Gemmataceae,hypertension,0.37074188,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales,hypertension,0.3696464,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Phaselicystis,hypertension,0.36792474,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae,hypertension,0.36761754,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Phaselicystis|s__flava_g__Phaselicystis,hypertension,0.36706287,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae,hypertension,0.35994166,0.002600691,0.002600691
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xylella|s__un_g__Xylella,hypertension,0.35123907,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xylella,hypertension,0.34856447,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__thermotolerans,hypertension,0.34134659,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_f__Clostridiaceae|s__caminithermale,hypertension,0.34069621,0.01404992,0.01404992
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__elkanii,hypertension,0.33987606,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Defluviicoccus|s__vanus,hypertension,0.33594359,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium,hypertension,0.33292984,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Defluviicoccus,hypertension,0.33097965,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Amaricoccus|s__un_g__Amaricoccus,hypertension,0.32974573,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Amaricoccus,hypertension,0.32874597,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__mitochondria,hypertension,0.32793824,0.7318362,0.7318362
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__mitochondria|g__Phytophthora|s__ramorum,hypertension,0.32435111,0.4101623,0.4101623
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Geodermatophilaceae,hypertension,0.32264491,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Geodermatophilaceae|g__Blastococcus,hypertension,0.32243592,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae,hypertension,0.3212539,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae|g__Piscicoccus|s__intestinalis,hypertension,0.32087333,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__mitochondria|g__Phytophthora,hypertension,0.32045959,0.4101623,0.4101623
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__viridescens,hypertension,0.31712997,0.9850989,0.9850989
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae|g__Piscicoccus,hypertension,0.31675306,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Geodermatophilaceae|g__Blastococcus|s__aggregatus,hypertension,0.31466496,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae|g__Mycobacterium|s__celatum_g__Mycobacterium,hypertension,0.31148765,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Thermoanaerobacterium,hypertension,0.3104167,0.4101623,0.4101623
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Gallicola|s__un_g__Gallicola,hypertension,0.30990042,0.09532948,0.09532948
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Thermoanaerobacterium|s__saccharolyticum_g__Thermoanaerobacterium,hypertension,0.30785069,0.4101623,0.4101623
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Gallicola,hypertension,0.30397187,0.09532948,0.09532948
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__breve,hypertension,0.29977196,0.820146,0.820146
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__RF16|g__un_f__RF16,hypertension,0.29453734,0.7364043,0.7364043
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__RF16,hypertension,0.29369803,0.7364043,0.7364043
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__RF16|g__un_f__RF16|s__un_f__RF16,hypertension,0.29158377,0.7364043,0.7364043
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__thermodenitrificans,hypertension,0.2903793,0.08279872,0.08279872
k__Bacteria|p__OD1,hypertension,0.28767789,0.6420976,0.6420976
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__mitsuokai,hypertension,0.28472398,0.4197592,0.4197592
k__Bacteria|p__OD1|c__ZB2|o__un_c__ZB2|f__un_c__ZB2|g__un_c__ZB2|s__un_c__ZB2,hypertension,0.2835396,0.801103,0.801103
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_f__Bacillaceae|s__coagulans,hypertension,0.28312557,0.7318362,0.7318362
k__Bacteria|p__OD1|c__ZB2|o__un_c__ZB2|f__un_c__ZB2,hypertension,0.28172229,0.801103,0.801103
k__Bacteria|p__OD1|c__ZB2|o__un_c__ZB2,hypertension,0.27833442,0.801103,0.801103
k__Bacteria|p__OD1|c__ZB2|o__un_c__ZB2|f__un_c__ZB2|g__un_c__ZB2,hypertension,0.27825948,0.801103,0.801103
k__Bacteria|p__OD1|c__ZB2,hypertension,0.27606732,0.801103,0.801103
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Kluyvera,hypertension,0.27259025,0.01404992,0.01404992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Kluyvera|s__ascorbata,hypertension,0.26913405,0.01404992,0.01404992
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__cuneatus,hypertension,0.26822259,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__primoryensis,hypertension,0.26726042,0.2451748,0.2451748
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae,hypertension,0.26572903,0.2451748,0.2451748
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas,hypertension,0.26063935,0.2451748,0.2451748
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bombiscardovia,hypertension,0.25888433,0.4316526,0.4316526
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bombiscardovia|s__un_g__Bombiscardovia,hypertension,0.25876237,0.4316526,0.4316526
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__henricii,hypertension,0.25757927,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Serpens,hypertension,0.25663721,0.7318362,0.7318362
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Kocuria|s__rhizophila,hypertension,0.25506015,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter,hypertension,0.25472981,0.08279872,0.08279872
k__Bacteria|p__Bacteroidetes|c__[Saprospirae]|o__[Saprospirales]|f__Chitinophagaceae|g__Flavisolibacter|s__un_g__Flavisolibacter,hypertension,0.25222007,0.4143925,0.4143925
k__Bacteria|p__Bacteroidetes|c__[Saprospirae]|o__[Saprospirales]|f__Chitinophagaceae,hypertension,0.25206445,0.7364043,0.7364043
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Serpens|s__flexibilis,hypertension,0.25008858,0.7318362,0.7318362
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Beutenbergiaceae|g__Salana|s__multivorans,hypertension,0.24927269,0.4101623,0.4101623
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales,hypertension,0.24923142,0.6451827,0.6451827
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae,hypertension,0.24916958,0.6451827,0.6451827
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae,hypertension,0.24833765,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae|g__Cellulosimicrobium|s__un_g__Cellulosimicrobium,hypertension,0.24736839,0.08279872,0.08279872
k__Bacteria|p__Bacteroidetes|c__[Saprospirae]|o__[Saprospirales]|f__Chitinophagaceae|g__Flavisolibacter,hypertension,0.24703343,0.4143925,0.4143925
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__pneumophila,hypertension,0.24572767,0.4143925,0.4143925
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Beutenbergiaceae|g__Salana,hypertension,0.24505552,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella,hypertension,0.24480117,0.247317,0.247317
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Promicromonosporaceae|g__Cellulosimicrobium,hypertension,0.24329556,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae,hypertension,0.24276386,0.4371887,0.4371887
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Roseospirillum,hypertension,0.24266828,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__oryzae_g__Weissella,hypertension,0.24151202,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__un_g__Lautropia,hypertension,0.23921863,0.7364043,0.7364043
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Oceanibaculum|s__indicum,hypertension,0.23766005,0.7318362,0.7318362
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Oceanibaculum,hypertension,0.23727494,0.7318362,0.7318362
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia,hypertension,0.23668161,0.7364043,0.7364043
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Roseospirillum|s__parvum,hypertension,0.23634369,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Schwartzia,hypertension,0.23415532,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__un_g__Sphingomonas,hypertension,0.23359752,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Schwartzia|s__un_g__Schwartzia,hypertension,0.23212324,0.4101623,0.4101623
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Clavibacter,hypertension,0.22815344,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Clavibacter|s__un_g__Clavibacter,hypertension,0.22366746,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__europaeus,hypertension,0.22149175,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__MIZ46|f__un_o__MIZ46|g__un_o__MIZ46|s__un_o__MIZ46,hypertension,0.21906733,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter|s__un_g__Rhodobacter,hypertension,0.21731714,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__MIZ46|f__un_o__MIZ46,hypertension,0.21648087,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__MIZ46,hypertension,0.2163867,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__MIZ46|f__un_o__MIZ46|g__un_o__MIZ46,hypertension,0.21332337,0.4101623,0.4101623
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Candidatus_Azobacteroides,hypertension,0.20752372,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Marina|s__mesophila,hypertension,0.20535211,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Marina,hypertension,0.20430035,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bosea|s__genosp.,hypertension,0.2042501,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Defluvibacter|s__un_g__Defluvibacter,hypertension,0.2027218,0.08279872,0.08279872
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Candidatus_Azobacteroides|s__un_g__Candidatus_Azobacteroides,hypertension,0.20157219,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bosea,hypertension,0.20095042,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Ammonifex|s__thiophilus,hypertension,0.20014746,0.4101623,0.4101623
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_f__Bacillaceae|s__un_g__Bacillus,hypertension,0.19910921,0.4371887,0.4371887
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__un_g__Janthinobacterium,hypertension,0.19904995,0.01404992,0.01404992
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Defluvibacter,hypertension,0.1986993,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Rickettsiella|s__un_g__Rickettsiella,hypertension,0.19826199,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Ammonifex,hypertension,0.19740611,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Rickettsiella,hypertension,0.19205255,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__un_f__Enterobacteriaceae,hypertension,0.18589925,0.820146,0.820146
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__un_f__Enterobacteriaceae|s__un_f__Enterobacteriaceae,hypertension,0.18310676,0.820146,0.820146
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__un_f__Chthonomonadaceae|s__un_f__Chthonomonadaceae,hypertension,0.16566698,0.08279872,0.08279872
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__un_f__Chthonomonadaceae,hypertension,0.16565693,0.08279872,0.08279872
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales,hypertension,0.16531514,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Wenxinia|s__marina,hypertension,0.16403131,0.08279872,0.08279872
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae,hypertension,0.16366022,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__grignonense,hypertension,0.1635146,0.09532948,0.09532948
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Heliobacteriaceae|g__Heliobacillus|s__mobilis_g__Heliobacillus,hypertension,0.16302504,0.7318362,0.7318362
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes,hypertension,0.16264661,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Wenxinia,hypertension,0.16166854,0.08279872,0.08279872
k__Bacteria|p__Armatimonadetes,hypertension,0.16068554,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Heliobacteriaceae|g__Heliobacillus,hypertension,0.15934627,0.7318362,0.7318362
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Heliobacteriaceae,hypertension,0.15876036,0.7318362,0.7318362
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__un_g__Chlamydia,hypertension,0.15712459,0.7364043,0.7364043
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Aquicella,hypertension,0.15693175,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Aquicella|s__un_g__Aquicella,hypertension,0.15556444,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__un_g__Gluconobacter,hypertension,0.15472704,0.412273,0.412273
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__panacihumi,hypertension,0.1532724,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter,hypertension,0.15062845,0.412273,0.412273
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella,hypertension,0.14910082,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Salinibacterium|s__un_g__Salinibacterium,hypertension,0.14709166,0.7318362,0.7318362
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Salinibacterium,hypertension,0.14686774,0.7318362,0.7318362
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Proteiniphilum|s__acetatigenes,hypertension,0.14644553,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella|s__un_g__Moraxella,hypertension,0.14643119,0.08279872,0.08279872
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Proteiniphilum,hypertension,0.14437872,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae,hypertension,0.14081552,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylotenera,hypertension,0.14066922,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylotenera|s__mobilis_g__Methylotenera,hypertension,0.13996341,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales,hypertension,0.13879972,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Atopostipes|s__suicloacalis,hypertension,0.13472603,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Gordoniaceae,hypertension,0.13463499,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Gordoniaceae|g__Gordonia,hypertension,0.13458795,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__hyovaginalis,hypertension,0.13413984,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Atopostipes,hypertension,0.13341915,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Gordoniaceae|g__Gordonia|s__un_g__Gordonia,hypertension,0.13333446,0.08279872,0.08279872
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Gemmata,hypertension,0.12937999,0.7364043,0.7364043
