,ATE,CI2.5,CI97.5,pvalue,theta lower,theta upper,RV,rva,rmse ml_l,rmse ml_m
ptrc[e],0.004717931442131724,-0.08149651379453833,0.09093237667880179,0.9145862657309861,-0.0876657083574446,0.09710157124170805,0.00537030488311466,4.780739196547806e-06,0.906136096453144,1.0338816209712356
ocdca[e],-0.021132807767687816,-0.10862407240796162,0.06635845687258599,0.6359182304065358,-0.11420643964220473,0.07194082410682909,0.023649834666392786,4.135367950985063e-06,0.906136096453144,1.0259381145116173
ile_L[e],-0.025665272967409808,-0.11198491279587544,0.060654366861055825,0.560059732277421,-0.11755514458355963,0.06622459864874002,0.029011798160662426,5.975421602366428e-06,0.906136096453144,1.03900202043028
so4[e],0.00040273678201524184,-0.08447608921247234,0.08528156277650283,0.9925800013853756,-0.09146330919422495,0.09226878275825544,0.00046059378477407117,4.76528411531541e-06,0.906136096453144,1.0397216942282073
lanost[e],-0.017957032288230076,-0.10378383678650707,0.06786977221004692,0.681753412270311,-0.1143324695275137,0.07841840495105355,0.01944933033459791,4.949152768063761e-06,0.906136096453144,0.9908822959049348
ser_L[e],-0.03191327158596215,-0.11546031175069656,0.05163376857877226,0.4540582918121898,-0.12214737142866608,0.058320828256741786,0.03659238460028694,6.46966875816762e-06,0.906136096453144,1.057791078803656
12dgr180[e],-0.012641160649672753,-0.09924932066724572,0.0739669993679002,0.774822533986152,-0.10352388004198963,0.07824155874264412,0.014555810899720271,4.081249898538487e-06,0.906136096453144,1.050858372497765
leu_L[e],-0.023536698990796197,-0.11002105051100933,0.06294765252941695,0.5937540828300537,-0.11446911541027285,0.06739571742868045,0.026914941214800283,6.541604598961399e-06,0.906136096453144,1.0500061874124855
pnto_R[e],-0.017212431560925095,-0.09971456017029394,0.06528969704844374,0.6826074844192279,-0.10891431606563483,0.07448945294378463,0.019591542986073796,5.663968338664024e-06,0.906136096453144,1.0413792701620586
thymd[e],-0.017917421307311655,-0.10200401677574772,0.06616917416112442,0.676214044961962,-0.1073571803793407,0.07152233776471739,0.02089575856890054,5.564888812782777e-06,0.906136096453144,1.0676889528156166
cu2[e],-0.0002858052581761223,-0.08471493237502517,0.08414332185867293,0.9947062566572271,-0.09178956013530847,0.09121794961895623,0.0003277830406275279,5.0492708353845e-06,0.906136096453144,1.0438383224197643
cytd[e],-0.0208024631939861,-0.1077166210771196,0.0661116946891474,0.6389928368412194,-0.11193199175522969,0.0703270653672575,0.02377525329974505,5.16000527106035e-06,0.906136096453144,1.0478216409656684
pro_L[e],-4.1615536424850124e-05,-0.08885314571217227,0.08876991463932259,0.9992672189399655,-0.09044363427882092,0.09036040320597123,4.7139464188613326e-05,5.2601880353173815e-06,0.906136096453144,1.0565597138111538
val_L[e],-0.029549901482173953,-0.11341599989256011,0.0543161969282122,0.4898258287983539,-0.120226175040266,0.06112637207591809,0.03376678642213195,3.801193188443545e-06,0.906136096453144,1.0527431629486328
gua[e],0.03043453290594503,-0.05635510717292759,0.11722417298481765,0.4918931997162935,-0.06080077291505319,0.12166983872694324,0.03455051004694802,4.295720943938211e-06,0.906136096453144,1.0462631406328509
glyc3p[e],-0.041147040823099126,-0.1249521294591537,0.042658047812955444,0.33589244972716215,-0.13223502259793976,0.04994094095174151,0.04649654459395245,6.1239122908341464e-06,0.906136096453144,1.0474162614289724
tyr_L[e],-0.025406233138546893,-0.11054920483346711,0.05973673855637332,0.5586530438431837,-0.11639224061395914,0.06557977433686535,0.029004390100836226,3.802542870801989e-06,0.906136096453144,1.0493238063973214
fol[e],-0.01880033778408098,-0.10364889919923652,0.06604822363107456,0.6640855387473317,-0.10956240797565375,0.07196173240749179,0.021598198734433895,5.819424407676028e-06,0.906136096453144,1.0521175997858896
dad_2[e],0.013560431606969502,-0.0759104685103187,0.1030313317242577,0.7664229890277389,-0.07882049096805828,0.10594135418199728,0.015354760770543293,4.851904637612235e-06,0.906136096453144,1.0338032677823177
h[e],0.008375954442905566,-0.08007641479195697,0.0968283236777681,0.8527601442740562,-0.08365258091753126,0.10040448980334239,0.009549311586002968,4.793107419566379e-06,0.906136096453144,1.037838268756445
q8[e],0.020549080406213845,-0.06401418550853136,0.10511234632095903,0.63387773199852,-0.07175002003517797,0.11284818084760567,0.023194991446742454,4.928066973365958e-06,0.906136096453144,1.0345587283123865
nmn[e],-0.027429828619587922,-0.11333643606757728,0.058476778828401424,0.5314375698329511,-0.11931988256947008,0.06446022533029423,0.030974914861664753,5.997558318697681e-06,0.906136096453144,1.038935975380587
csn[e],-0.013125703100712672,-0.09365575940056006,0.06740435319913471,0.7493798507755018,-0.10434992815236918,0.07809852195094383,0.015053300255241289,4.947521063690214e-06,0.906136096453144,1.046916511338461
cobalt2[e],-0.0023349067518533113,-0.08647666071750446,0.08180684721379783,0.9566257417549278,-0.0938462862431815,0.08917647273947488,0.0026843528233671567,5.0665794684681445e-06,0.906136096453144,1.0437476327315587
arg_L[e],-0.03257172958411874,-0.11781053012306231,0.052667070954824834,0.4538886346974166,-0.12427094089648894,0.05912748172825146,0.0367477046563254,4.133014404117533e-06,0.906136096453144,1.0408841055280127
gly[e],0.01545671080599867,-0.0716917728009933,0.10260519441299064,0.7281252339913136,-0.07620056156793689,0.10711398317993423,0.017619576691067552,4.833494433775195e-06,0.906136096453144,1.0419254456475269
ala_L[e],-0.030717311361471374,-0.11601077348666317,0.05457615076372041,0.48027826160359577,-0.12324172323291654,0.06180710050997379,0.034388570423961186,5.756560529929488e-06,0.906136096453144,1.0316920334443733
his_L[e],-0.015409059280592628,-0.10159827470048477,0.07078015613929953,0.726034172084591,-0.10723479624807161,0.07641667768688634,0.017533805778932064,5.5424591230992705e-06,0.906136096453144,1.0400155264598423
trp_L[e],-0.0161150043690454,-0.10115660789176431,0.06892659915367352,0.7103363274590221,-0.10638449294140995,0.07415448420331916,0.01864258586507539,5.565215130921903e-06,0.906136096453144,1.0579236218364019
phe_L[e],-0.02155317673298573,-0.10855920479227617,0.0654528513263047,0.6273052191719,-0.11399237919431923,0.07088602572834776,0.024277957796491043,6.406877502275226e-06,0.906136096453144,1.0329632241568334
cl[e],-0.0017890546846148858,-0.08635870374661334,0.08278059437738355,0.966927058897131,-0.09362350442486841,0.09004539505563863,0.002049896612494599,5.063459575750467e-06,0.906136096453144,1.0400773352996031
ura[e],-0.017390282418673787,-0.10071917377597853,0.06593860893863096,0.6825149083320159,-0.10990849796009669,0.07512793312274912,0.019619047451325478,3.7695623334999e-06,0.906136096453144,1.0321901257068968
mqn8[e],0.018236996910349364,-0.06901507463986606,0.10548906846056477,0.6820539175747942,-0.07157624893371387,0.1080502427544126,0.02117694709669028,4.881102460199052e-06,0.906136096453144,1.0632424969983791
pi[e],-0.022795694524647064,-0.10125535979296968,0.055663970743675545,0.5690517973851339,-0.11467142701515898,0.06908003796586484,0.025814583172180664,4.532072836804609e-06,0.906136096453144,1.0392568172346492
4hbz[e],-0.02799644742147372,-0.11016842229122288,0.05417552744827543,0.5042800385968658,-0.1177967455924587,0.06180385074951125,0.03232782257098121,4.381657292296852e-06,0.906136096453144,1.063065474957755
ncam[e],-0.0595502361293575,-0.14496277940109825,0.02586230714238326,0.17178179552514694,-0.15396984271584613,0.03486937045713112,0.06430836180043002,6.157393568316292e-06,0.906136096453144,1.0093745787183497
fe2[e],-0.028385090755362125,-0.1095099741698679,0.05273979265914365,0.49285237070866694,-0.12023515698253566,0.06346497547181142,0.032049752263605,6.090018390987124e-06,0.906136096453144,1.039351381746287
fru[e],0.0589013005949382,-0.021264763832520822,0.13906736502239722,0.14984871286811877,-0.0343154276320672,0.15211802882194358,0.06442437886911931,4.489306693133036e-06,0.906136096453144,1.0223912497125554
hxan[e],-0.02710512670832781,-0.11193787614641236,0.05772762272975675,0.5311620866964861,-0.12168276741562982,0.0674725139989742,0.02975719889403804,4.787581345314622e-06,0.906136096453144,1.0094518789665499
ac[e],0.004021415996135925,-0.07326623694635657,0.08130906893862842,0.9187721836413576,-0.08806355839453538,0.09610639038680723,0.004591062113652881,4.98672821258109e-06,0.906136096453144,1.037238917769796
glc_D[e],0.007124789150696854,-0.07363902911054514,0.08788860741193884,0.862727443199286,-0.08563803954141924,0.09988761784281294,0.008064907614552676,4.812899904545687e-06,0.906136096453144,1.029636572029199
for[e],0.03312375266369697,-0.049072510220526104,0.11532001554792004,0.42962501018369126,-0.056796805953101666,0.12304431128049562,0.0380832252809644,3.7775622380238614e-06,0.906136096453144,1.0614169803574314
met_L[e],-0.017710223959669695,-0.10548329533109616,0.07006284741175678,0.6924978684513454,-0.10905217433242087,0.07363172641308147,0.02023091796857594,5.5422076340396534e-06,0.906136096453144,1.0454691262824225
glu_L[e],-0.0036527161483496354,-0.08665642436614722,0.07935099206944794,0.9312665136036841,-0.09438951051111431,0.08708407821441504,0.004232748045421869,4.978037029119224e-06,0.906136096453144,1.0526520350667428
gam[e],0.037980173124387714,-0.050950712050311806,0.12691105829908722,0.40256336379835944,-0.05636977923236658,0.132330125481142,0.0415417813280496,5.3932771134321435e-06,0.906136096453144,1.0114394150267936
o2[e],-0.004988615885678933,-0.09382438808085432,0.08384715630949645,0.9123596269419241,-0.09800401505211778,0.08802678328075991,0.0056389921051227905,4.881003463958325e-06,0.906136096453144,1.0268579796419608
mqn7[e],-0.0669590309419543,-0.1447651313722811,0.010847069488372482,0.09165675113924013,-0.15989275503013378,0.025974693146225192,0.07311849418784887,0.001877420957728079,0.906136096453144,1.0248254870484323
acald[e],0.03922111132419329,-0.04282370704011045,0.12126592968849703,0.34878381986676144,-0.05409028415739527,0.13253250680578185,0.04333588960769681,6.082648186879434e-06,0.906136096453144,1.0226137839430218
arab_D[e],0.020822318879040423,-0.0542896079155517,0.09593424567363254,0.5868986540732691,-0.0705010693024786,0.11214570706055943,0.023747764848469712,4.370996219811106e-06,0.906136096453144,1.0455980519998092
adn[e],-0.024713562511357735,-0.11097502079825991,0.06154789577554443,0.5744418486278439,-0.11743269280429866,0.06800556778158318,0.02770483509799538,3.886715655360993e-06,0.906136096453144,1.0297492438210303
cys_L[e],-0.007414475684736544,-0.09021847869892047,0.07538952732944737,0.8606867444265802,-0.10131055313249665,0.08648160176302355,0.008290527599526303,4.8746460972168655e-06,0.906136096453144,1.0172078021567108
ttdca[e],-0.04813596618801214,-0.13915585311697784,0.04288392074095355,0.29995537785079096,-0.14961544633757728,0.053343513961553006,0.048765953550958516,4.076201977727078e-06,0.906136096453144,0.9400517266807498
anzp[e],0.03104129325971113,-0.049685056980413256,0.1117676434998355,0.45105641440505184,-0.058401542227535644,0.1204841287469579,0.035919982694761106,4.8950978040424076e-06,0.906136096453144,1.0671763911962295
nac[e],0.021884708666188052,-0.06824164032784909,0.11201105766022519,0.6341289321061525,-0.0729007820877064,0.1166701994200825,0.024044086524687577,4.898213991581961e-06,0.906136096453144,1.0073995004262304
man[e],0.05322743036186815,-0.033803560099135224,0.14025842082287154,0.2306455198398376,-0.03864206659575162,0.14509692731948792,0.05923586237436218,4.8031887002097915e-06,0.906136096453144,1.037749250614796
ocdcea[e],-0.03655470188107196,-0.11537692198354303,0.04226751822139911,0.36337355782256475,-0.12922979104652876,0.05612038728438486,0.040722633125362034,6.163601168664709e-06,0.906136096453144,1.029755468499326
orn[e],0.013701516985616996,-0.0700473599737329,0.0974503939449669,0.7484720002874239,-0.07914468690326608,0.10654772087450008,0.015436119322150778,4.889341726078785e-06,0.906136096453144,1.0286212384467093
uri[e],-0.01802290231512421,-0.1006549124797493,0.06460910784950087,0.6690235123204828,-0.11364455218492965,0.07759874755468123,0.019672299515403686,3.51498990642597e-06,0.906136096453144,0.9986889556211868
raffin[e],-0.04067370116958644,-0.12245656194318688,0.04110915960401399,0.3296773327388228,-0.13486818597479547,0.05352078363562259,0.044492593244748954,3.915141975201976e-06,0.906136096453144,1.0129716604152288
sucr[e],-0.003450698393654582,-0.08330593385994711,0.07640453707263795,0.9325048128805732,-0.09644179736262505,0.08954040057531588,0.003902253762275425,4.834844360719321e-06,0.906136096453144,1.0271348714451267
gthox[e],-0.011923111308270637,-0.0917365431978587,0.06789032058131744,0.7696798563156068,-0.10467426301809082,0.08082804040154956,0.013460054165984156,4.893716172066e-06,0.906136096453144,1.02970541937179
dcyt[e],-0.07283659276210595,-0.15217871261574395,0.006505527091532043,0.07197757026975946,-0.16356568021012524,0.017892494685913335,0.08111706695961851,0.007473292124932214,0.906136096453144,1.049001765407945
dgsn[e],-0.05978672662819049,-0.14133004602708824,0.021756592770707246,0.15071074239631013,-0.1518216227688589,0.03224816951247792,0.06617068827105042,6.5570094268624635e-06,0.906136096453144,1.035389767729548
inulin[e],-0.01340244974731517,-0.10005049455280553,0.0732455950581752,0.7617670728970838,-0.10404790314519136,0.07724300365056103,0.015465544014049247,4.940205535051103e-06,0.906136096453144,1.053594297505897
czp[e],0.02889858262465373,-0.05165374287482207,0.10945090812412953,0.4819637180730999,-0.06442210862639575,0.1222192738757032,0.0321142621206886,5.440915349202026e-06,0.906136096453144,1.022970197512364
na1[e],-0.010921281918131473,-0.09704703733677365,0.0752044735005107,0.803720002850689,-0.10675026133552046,0.0849076974992575,0.011942482648186682,4.840685938276668e-06,0.906136096453144,0.9966529995815833
ade[e],0.02540550249379777,-0.051105390646518,0.10191639563411353,0.5151707007113353,-0.0633402001959491,0.11415120518354466,0.02972465656778428,5.384915344589323e-06,0.906136096453144,1.0757892588807902
h2s[e],0.0037203703021391837,-0.08113767088002014,0.08857841148429851,0.9315226222090944,-0.08853224111452153,0.09597298171879991,0.004240294633566748,4.750430916678366e-06,0.906136096453144,1.035355711888381
actn_R[e],0.034831467628688516,-0.05230196473157419,0.12196489998895121,0.43333774516587154,-0.06086008024152557,0.1305230154989026,0.03764016735728613,4.984727300135928e-06,0.906136096453144,0.9974224915850778
amp[e],-0.08643036884077226,-0.1629390128169307,-0.009921724864613818,0.026819544235795516,-0.17600107795723885,0.003140340275694306,0.09667086197602869,0.026741771741614476,0.906136096453144,1.0608919983741758
3mop[e],-0.01844919206023722,-0.10493226582109738,0.06803388170062294,0.6758640393512606,-0.11079490283340221,0.07389651871292777,0.020839459990604273,3.7286004596009706e-06,0.906136096453144,1.0340919751558602
2obut[e],-0.05548270992933403,-0.138752827920369,0.027787408061700936,0.19157976142225908,-0.14702140717737966,0.03605598731871161,0.06188162475450754,5.570203225843451e-06,0.906136096453144,1.0413168064382563
dextran40[e],0.002548681079494241,-0.07644743190331155,0.08154479406230003,0.9495793350600454,-0.08961330913355244,0.09471067129254092,0.0029092240471736428,4.7966163400718745e-06,0.906136096453144,1.0363787189350468
acmana[e],-0.10984508298093364,-0.19465529330103465,-0.02503487266083261,0.011132247202044736,-0.20159923572126948,-0.018090930240597783,0.11848163608673776,0.04342088977900591,0.906136096453144,1.0327987857315362
chor[e],-0.09008694421489685,-0.1693174808449303,-0.010856407584863406,0.02584558119720256,-0.18229437628795706,0.00212048785816335,0.09781713407646622,0.026682813891100464,0.906136096453144,1.0304224800828847
tre[e],-0.012862429502035411,-0.09767594254714489,0.07195108354307407,0.7662839159347486,-0.10521497003674099,0.07949011103267017,0.014574735692816485,4.8519659257100815e-06,0.906136096453144,1.0341333235750578
no2[e],-0.010311556395087008,-0.09642758751454507,0.07580447472437106,0.8144519834545748,-0.1033314865663698,0.08270837377619579,0.011618209879138888,4.835896159569999e-06,0.906136096453144,1.0267542764922235
etoh[e],0.07002532593911798,-0.013541086658459073,0.15359173853669503,0.10051298195133401,-0.02257399746927681,0.16262464934751275,0.07659876048968575,3.4070819273822763e-06,0.906136096453144,1.0282268936462458
pydxn[e],0.01540146299496425,-0.061212449001512965,0.09201537499144147,0.693576881506629,-0.07501526899024732,0.10581819498017583,0.017795864453118662,4.943804049240901e-06,0.906136096453144,1.0562175401147469
amylose300[e],-0.031538564833359164,-0.10959781326885112,0.046520683602132795,0.42842397449757885,-0.12366161063403304,0.06058448096731471,0.03544241178288284,5.804083282918223e-06,0.906136096453144,1.0361467886067537
acnam[e],-0.08230935976121398,-0.1689269972338775,0.004308277711449551,0.06253584685104675,-0.1765227632957737,0.011904043773345765,0.08794761206490177,0.010993905902275086,0.906136096453144,1.009545023522052
